Weight,Length1,Length2,Length3,Height,Width,Species_ID,Species
107,21.5,31.7,25.5,7.8067,4.8516,2,Roach
140,27.2,29,25.5,9.5159,4.0502,2,Roach
239,25.2,25.6,24.4,6.8152,4.5262,2,Roach
40,22.6,26.7,25.2,7.2517,3.3404,2,Roach
178,20.9,28.2,25.7,6.5986,3.1825,2,Roach
123,29.1,27.4,34.4,8.695,4.0978,2,Roach
310,22.4,23.1,33.6,7.1009,5.3459,2,Roach
69,23.9,22.8,26.7,7.3972,4.0769,2,Roach
189,24.2,30.7,27.8,8.0084,4.5123,2,Roach
228,26.1,31.5,29.7,9.8002,5.7881,2,Roach
58,26,22.6,24.4,7.0417,5.248,2,Roach
149,29.9,29.1,29.4,7.6501,3.9459,2,Roach
19,24.4,24.4,25,7.9565,4.51,2,Roach
210,25.9,25.3,31,7.5252,5.7514,2,Roach
6,25.4,27.7,32.1,9.0025,4.5653,2,Roach
202,28.8,28.9,27.5,9.8499,3.6952,2,Roach
138,19.6,23,27.7,9.8445,3.6991,2,Roach
318,25.2,29.6,22.1,7.7828,4.8987,2,Roach
345,19.2,27.6,28.3,8.9179,4.6924,2,Roach
382,28.7,28.6,27.3,8.2548,5.5199,2,Roach
85,25.9,20.3,34.8,7.9083,5.6549,2,Roach
180,22.6,23,28.7,7.1242,3.721,2,Roach
211,20.1,31.8,25.5,6.0952,5.4859,2,Roach
244,24.1,29.3,32.8,7.5266,3.0983,2,Roach
47,23.5,21.9,31.5,6.5904,3.5842,2,Roach
186,28.5,25.5,26.8,7.8635,3.2851,2,Roach
335,24.1,24.2,25.4,6.0356,3.7115,2,Roach
128,29.3,20.3,33.9,7.9446,5.3208,2,Roach
130,22.6,20.1,29.5,7.2481,3.3005,2,Roach
349,29.2,26.7,23.4,9.3486,3.1826,2,Roach
119,22.7,30.6,30.7,7.0481,5.0055,2,Roach
371,29.3,24.5,24.2,7.1287,4.5619,2,Roach
212,21.6,29.5,30.2,8.1404,5.6291,2,Roach
41,29.8,22.4,23,7.8072,3.3567,2,Roach
71,28.7,25.2,23.1,9.9987,3.1306,2,Roach
323,19.2,22.3,32.4,7.7541,4.807,2,Roach
147,21.6,26.3,23.2,9.9033,4.5247,2,Roach
300,21,29.7,31.9,9.2139,4.0963,2,Roach
388,20.8,24,29.9,8.5024,3.2621,2,Roach
100,28.2,23,30.8,8.5218,3.9367,2,Roach
284,20.5,30.3,34.9,9.0196,5.2044,2,Roach
31,26.8,28.2,33.1,6.5543,5.5845,2,Roach
41,22.1,28.7,23.8,6.6122,4.6608,2,Roach
145,27.5,30.5,32.7,9.4366,5.4636,2,Roach
2,28,31.2,33.5,7.3928,4.9294,2,Roach
377,27.1,23.6,23.4,9.2118,3.7383,2,Roach
324,21,30.9,27.7,9.6365,3.6628,2,Roach
126,27.4,21,29.7,6.9725,5.8207,2,Roach
236,29.7,21.2,27.3,9.1394,4.7633,2,Roach
303,22.8,24.4,25.7,7.3093,4.6366,2,Roach
316,28.9,21.8,23.9,7.0607,3.2494,2,Roach
375,22.6,28.6,29.7,8.4794,5.6542,2,Roach
215,20.7,30.3,25.1,7.771,5.8101,2,Roach
228,24.4,26.7,28.6,9.2377,3.4845,2,Roach
243,22.8,30.1,23.4,7.4301,4.3682,2,Roach
355,24.5,22.8,28.8,7.651,3.0282,2,Roach
155,20.6,27.8,25.5,6.9962,3.4221,2,Roach
338,29.8,29.4,25.7,7.4247,5.3723,2,Roach
320,20.2,24.6,26,6.6751,3.0029,2,Roach
188,28.5,28.4,31.3,9.3778,5.5543,2,Roach
68,23.8,25.2,22.8,9.6458,3.7907,2,Roach
330,20.3,31.1,22.3,7.2938,3.3589,2,Roach
143,27.7,27.3,32.4,7.1808,4.3663,2,Roach
116,24.3,22.5,26.5,8.8845,3.154,2,Roach
131,29.7,24.8,30.8,7.8542,3.4395,2,Roach
15,25.7,25.2,27.2,7.2476,4.2424,2,Roach
17,26.5,28.1,32.6,9.4657,5.4846,2,Roach
307,23.1,22.3,30.3,6.9237,5.5932,2,Roach
104,24.4,30.8,28,9.0642,5.1894,2,Roach
70,24.9,25.6,24.6,9.1642,3.1036,2,Roach
131,23.2,22.6,30.5,6.7704,4.9772,2,Roach
261,27.8,25,23.9,8.1297,5.001,2,Roach
224,22.9,22.7,33.9,6.0405,5.0305,2,Roach
343,28.4,20.7,34.9,9.89,4.6964,2,Roach
15,23.9,26.4,29.9,8.147,5.6454,2,Roach
158,26.9,31.4,27.1,8.3937,3.1126,2,Roach
176,20.7,26.5,33.8,8.4893,5.406,2,Roach
45,24.1,30.1,30.3,9.7066,3.0274,2,Roach
307,27.7,29,28.6,8.8917,3.016,2,Roach
113,27.7,21.7,26.9,6.7542,4.4476,2,Roach
234,26.8,30.1,25.4,7.034,4.2732,2,Roach
35,29,27.8,24.1,9.5266,3.1898,2,Roach
188,26.7,25.4,28.9,6.1957,3.4351,2,Roach
274,27.4,22.6,32.2,8.1776,4.3106,2,Roach
291,26.4,25.7,22.3,8.2323,3.1939,2,Roach
36,19.7,20.4,23.2,8.7926,3.6236,2,Roach
269,25.3,25.2,26.6,9.7901,4.7659,2,Roach
300,25.3,25.1,33.2,9.6928,3.1652,2,Roach
21,19.7,28.5,24.9,9.302,5.9789,2,Roach
279,19.7,21.8,24.2,8.1091,3.2679,2,Roach
90,23.9,25.2,28.8,9.4269,4.7629,2,Roach
113,23,26.9,29.3,6.6034,4.5792,2,Roach
143,19.8,27.1,26.9,9.9342,3.8077,2,Roach
90,24.5,24.8,26.2,8.1551,3.3206,2,Roach
298,20.2,24.5,22.6,6.6923,3.3687,2,Roach
75,22.7,23.7,25,8.7544,4.3899,2,Roach
301,26.2,30.7,23.8,8.5555,5.2512,2,Roach
282,19.4,25.3,29.6,6.8904,3.597,2,Roach
200,20.8,20.7,29.1,8.9091,5.366,2,Roach
196,19.7,28.8,26.8,9.2833,3.9735,2,Roach
355,24.1,30.3,25.3,8.9469,4.6919,2,Roach
302,27.4,22.9,25.8,8.1056,4.4866,2,Roach
237,20.9,23,30.8,6.3723,4.0553,2,Roach
53,20.9,31.5,32.2,8.5595,3.5541,2,Roach
137,23.5,25.8,26.7,6.5135,3.6755,2,Roach
149,21.3,28.1,27.4,6.865,4.0345,2,Roach
366,20.6,28.6,24,7.8786,5.6816,2,Roach
163,26.2,29.1,25.8,8.8338,3.6008,2,Roach
386,28.8,27.4,34.5,7.5983,4.4949,2,Roach
223,27.8,22.9,22.5,6.8857,4.4175,2,Roach
340,29.4,21.4,34.3,7.3728,5.6174,2,Roach
361,26.9,31,22.7,9.586,3.428,2,Roach
151,19.6,31.3,34.1,7.8863,4.2711,2,Roach
178,29.8,21.2,22.7,6.3694,5.9221,2,Roach
121,21.8,28.3,31.5,9.1162,5.7835,2,Roach
205,20,20.3,30.6,8.2766,3.7955,2,Roach
351,26.4,26.7,27.3,9.7416,3.3904,2,Roach
199,20,27,30.9,8.8436,5.8557,2,Roach
178,24.7,25.9,34.9,7.8259,3.3004,2,Roach
33,28.8,21.7,23,7.6404,4.97,2,Roach
127,26.8,30.4,27.8,6.7026,3.0858,2,Roach
115,23.3,29.3,29.4,9.8544,3.5258,2,Roach
93,26.3,28.7,33,7.8296,3.9993,2,Roach
175,28.9,30.1,34,6.1943,3.3071,2,Roach
36,25.3,27.8,23,9.3841,5.5659,2,Roach
136,19.7,26.8,33.7,6.5476,5.5653,2,Roach
9,23.4,31,30.4,6.5444,3.4235,2,Roach
282,21.3,27,28,8.6353,5.8847,2,Roach
92,23.9,22,29.7,8.6999,5.6512,2,Roach
208,19.9,30.2,30.3,6.9708,4.6623,2,Roach
370,28.3,29.3,30.3,7.0549,5.2567,2,Roach
340,23.3,27.9,25,8.088,3.7227,2,Roach
325,21.6,29.9,32,8.6679,5.4896,2,Roach
306,21.8,25.9,24.7,8.666,4.7344,2,Roach
56,26.7,29.7,30,6.0816,5.5797,2,Roach
364,24.6,29.3,28.1,6.862,5.1341,2,Roach
292,19.7,26.2,26.5,6.566,4.8284,2,Roach
38,22.6,21.4,28.9,6.6881,3.3719,2,Roach
3,27,26.6,30.9,8.6,3.874,2,Roach
112,25.1,30.4,25.2,9.8361,3.2347,2,Roach
93,27.9,30.8,33.3,7.6561,5.1531,2,Roach
343,25.9,26.7,22.1,8.9009,5.9102,2,Roach
360,21.4,23.6,32.2,8.9731,4.7631,2,Roach
305,20,27.9,32.1,7.9278,4.6362,2,Roach
75,29.7,29.2,29,6.3767,3.9687,2,Roach
183,29.5,27.6,29.9,7.2855,4.0953,2,Roach
341,22.5,24.1,31.7,8.1219,3.8408,2,Roach
17,19.6,29.4,26.3,7.6962,5.1413,2,Roach
10,22.1,26.7,34.1,6.1999,5.4396,2,Roach
291,22.1,31.5,26.4,9.5534,5.8691,2,Roach
151,19.4,29,25.6,7.0477,4.7768,2,Roach
111,20,23.3,31.7,8.5854,3.0296,2,Roach
262,28.6,26.4,31.2,7.2036,4.3636,2,Roach
140,25.1,29.9,32.2,9.7081,5.2823,2,Roach
173,29.9,30.4,27.6,6.076,5.31,2,Roach
21,27.9,30.8,30.4,9.8669,5.4002,2,Roach
77,23.5,26.7,29.7,8.3789,4.4545,2,Roach
18,29.8,31.7,29.5,9.7038,3.3941,2,Roach
217,19.6,25.5,22.9,6.9689,5.7094,2,Roach
99,24.4,20.3,23.7,6.7881,4.4175,2,Roach
288,21.7,31.7,28.7,7.9278,3.8848,2,Roach
315,19.3,29.7,30.2,7.4862,3.0013,2,Roach
143,29.1,31.5,32,9.6445,4.0453,2,Roach
348,23.2,23.3,28.6,7.3428,4.0417,2,Roach
302,28.3,23.9,28.7,6.6319,5.4268,2,Roach
109,26.9,31.5,34.8,8.4956,3.2813,2,Roach
320,21.1,24.9,28.3,9.3467,3.346,2,Roach
155,19.2,29.4,33.4,6.6579,5.3838,2,Roach
115,21.1,22.3,29.5,9.2856,3.4031,2,Roach
261,24.8,28.4,25.6,6.4832,3.2955,2,Roach
271,21.6,30.6,25.5,8.5284,5.6788,2,Roach
76,22.8,31.3,27.5,7.9126,5.2298,2,Roach
72,21.8,23.1,28.3,8.7409,4.7263,2,Roach
267,26.8,30.3,30.6,7.7774,5.4878,2,Roach
45,25.1,23.9,31.3,7.7738,4.6079,2,Roach
377,20.6,30,33.5,8.4374,4.8185,2,Roach
75,28.2,28.1,25.5,9.5963,5.8202,2,Roach
282,20.7,31.5,25.8,9.8277,5.0155,2,Roach
57,19.1,20,34,8.6423,5.4049,2,Roach
126,21.6,31.6,23.1,7.225,5.6384,2,Roach
343,29.5,29.4,29.1,7.2959,5.1263,2,Roach
187,23,20.6,32,7.6802,4.3059,2,Roach
153,29.7,23.6,33.2,7.2656,5.0101,2,Roach
375,25,25,28.6,7.9571,4.1457,2,Roach
368,22.8,24.7,23.7,7.0931,5.4822,2,Roach
255,19.7,31.1,24.9,9.4212,5.331,2,Roach
111,27.4,23.3,25.5,6.2204,4.0384,2,Roach
252,21.9,30.2,34.2,8.8072,5.1284,2,Roach
117,28.1,22.2,23.3,8.4264,3.5914,2,Roach
84,22.7,27.6,26.8,9.7059,3.5243,2,Roach
149,21.7,30.3,31.2,9.75,3.2361,2,Roach
113,25.9,24.4,22.4,8.1939,5.3491,2,Roach
80,23.7,29,30.6,6.9111,4.3253,2,Roach
366,27.1,25.2,26.6,9.8281,3.3327,2,Roach
338,24.8,22.8,27.7,8.6768,3.1064,2,Roach
70,22.2,31.8,28.8,7.5323,3.5686,2,Roach
346,22.1,25,31.7,6.1255,5.8197,2,Roach
377,26.3,21.3,25.1,8.2704,5.5799,2,Roach
53,23.1,27.5,22.5,7.5044,3.2422,2,Roach
209,27,28.5,30,8.8495,5.7504,2,Roach
105,19.6,20.1,30,6.4195,3.5923,2,Roach
137,23.7,32,32,7.2788,3.0837,2,Roach
237,24.3,31.8,28.1,7.9456,5.286,2,Roach
207,28.9,20.7,29.9,9.3272,5.5521,2,Roach
388,27.9,27.6,30.5,9.3548,4.8758,2,Roach
118,23.1,30.9,34.9,8.5671,5.0809,2,Roach
272,21.1,31.3,24.5,6.6827,4.0923,2,Roach
363,22.3,21,22.8,8.7175,3.6225,2,Roach
224,25.3,23.3,34.7,7.7762,5.755,2,Roach
177,19,31,33,9.8037,5.4043,2,Roach
224,22.2,23.6,30.8,7.8172,4.3566,2,Roach
342,26.7,31.6,28.4,8.3006,4.141,2,Roach
326,24.6,24.4,32.2,7.6276,5.2787,2,Roach
282,26.6,29,28,9.122,4.3312,2,Roach
298,24.7,26,27.7,9.7189,3.0411,2,Roach
180,26.2,23.1,22.4,8.4405,3.9411,2,Roach
245,22.9,27.5,29.9,8.7283,3.9547,2,Roach
32,19.8,30.2,26.4,9.8374,3.102,2,Roach
379,21.6,25.3,23.9,9.6335,3.5834,2,Roach
318,21.2,22.8,33.9,9.2399,4.3355,2,Roach
317,24.5,22.2,30,9.0197,4.0465,2,Roach
320,20.9,25.9,31.7,8.0995,3.0111,2,Roach
14,22.8,23.6,22.5,8.3514,5.385,2,Roach
376,21.1,27.7,24,6.3928,3.0763,2,Roach
276,22.4,26,28.3,7.2433,4.5852,2,Roach
189,25.4,27.1,33.1,9.3006,4.2614,2,Roach
196,21.3,25.3,25.6,6.0937,5.2094,2,Roach
145,24.4,21.5,27.6,6.492,4.455,2,Roach
207,23.2,28.1,24.5,8.0942,5.6751,2,Roach
0,23.8,30.6,23.4,9.5023,3.9291,2,Roach
127,29.4,28.2,29.1,7.2176,4.0937,2,Roach
46,20.9,24.1,34.3,7.3241,4.8057,2,Roach
106,29.7,28,34.1,6.3757,3.9214,2,Roach
361,29.1,22.2,28.2,9.865,5.7032,2,Roach
50,29.4,29.6,30.8,8.8744,3.6342,2,Roach
194,26.7,27.7,26.2,6.8054,4.5245,2,Roach
10,24.7,28,22.2,7.5434,4.2115,2,Roach
281,19,22.5,28.1,9.1121,4.257,2,Roach
373,28.7,27.3,22.9,7.18,5.2371,2,Roach
109,22.8,26.6,29.7,7.0896,5.125,2,Roach
4,24.1,21.6,28,7.8705,3.8315,2,Roach
173,26.6,20.1,29.4,9.6453,4.677,2,Roach
218,21.3,29.2,29.4,9.2859,3.0144,2,Roach
62,22.9,31,23.6,9.5109,5.4063,2,Roach
296,24.2,21.4,30.4,7.5577,4.5287,2,Roach
201,27.1,25.7,33.3,6.9961,4.23,2,Roach
223,28.4,29.9,33.1,8.8155,5.7098,2,Roach
276,19.1,23.3,31.6,8.5216,3.3066,2,Roach
302,26.2,21.9,23.2,7.2548,4.3986,2,Roach
281,25.6,30.5,31.1,8.4009,4.7901,2,Roach
260,28.3,20.4,26.2,8.7511,3.632,2,Roach
375,29.7,28.9,27.6,9.2244,4.9385,2,Roach
121,20.2,28.4,23.9,9.6244,4.0693,2,Roach
220,22.9,31.9,33.6,7.7119,5.737,2,Roach
65,29.2,20.9,27.7,7.1797,5.0118,2,Roach
174,22,25.4,32.2,6.4499,5.9353,2,Roach
60,20,27.8,33.6,7.6083,5.8703,2,Roach
34,25.9,31.5,22.7,9.3338,5.0521,2,Roach
60,24.2,29.3,23,8.8692,5.7668,2,Roach
21,28.3,28,23.9,8.8566,3.0037,2,Roach
23,29.2,29.5,22.7,7.8173,3.1563,2,Roach
250,20.8,22.1,29.6,9.9226,4.4293,2,Roach
23,26,25.6,27.2,7.4402,3.3899,2,Roach
203,25.6,26.7,27.8,9.4766,3.9092,2,Roach
336,23.4,25.3,33.2,7.7298,5.189,2,Roach
12,28.3,29.1,29.2,9.2248,3.9062,2,Roach
143,29.1,28.9,25.9,9.1945,5.6263,2,Roach
171,23.5,31.3,25.5,6.4859,5.3161,2,Roach
135,27.7,20.7,22.3,7.3312,4.0884,2,Roach
6,21.4,29.2,33.2,9.8985,4.0748,2,Roach
163,23.4,20.7,31.5,8.5237,5.4479,2,Roach
66,27.8,20.7,23.7,6.7324,4.6288,2,Roach
76,22.6,30.8,23.9,6.5542,4.0578,2,Roach
341,20.1,31.2,26,7.0986,4.0995,2,Roach
3,23.5,24.8,27.5,8.0647,3.7017,2,Roach
222,27.7,23.3,31.6,6.8752,3.5604,2,Roach
268,22.2,30.4,34.7,6.6512,3.9119,2,Roach
96,22.6,26,24.9,7.5993,5.9104,2,Roach
339,23.2,30.9,33,6.8847,5.0524,2,Roach
59,20.9,22.9,24.6,7.3546,5.0757,2,Roach
278,25.1,25.2,32.3,7.3569,5.0268,2,Roach
304,25.3,23.2,25.8,7.6143,3.651,2,Roach
261,26.3,24.6,23.4,9.5268,3.5784,2,Roach
154,24.4,25.7,22.4,9.4031,5.0972,2,Roach
168,27.5,22.7,22,9.072,4.5637,2,Roach
337,27.2,24.7,25.6,6.1655,5.8741,2,Roach
222,20.4,22.5,33.7,8.769,5.0867,2,Roach
283,28.2,29.3,28,7.0834,4.2202,2,Roach
292,23,22.5,29.2,7.3443,5.0571,2,Roach
376,27.4,26.9,29.8,6.7958,5.3926,2,Roach
353,25.7,31,32.4,6.5305,5.3062,2,Roach
375,29.3,24.5,23.8,8.8546,4.5575,2,Roach
9,24,25.5,34,8.3486,3.0613,2,Roach
302,23.8,31.8,30.4,9.6893,3.3859,2,Roach
337,27.6,22.2,23.4,8.6634,3.4003,2,Roach
195,19.3,31.9,31.2,7.3035,5.9676,2,Roach
204,21.9,25.3,31.9,7.3046,3.8992,2,Roach
8,20.3,21.9,25.9,6.5852,4.8765,2,Roach
351,22.2,31.8,29.8,7.2774,4.6069,2,Roach
9,25.4,23.6,34.5,9.3565,3.6578,2,Roach
206,25.3,27.5,26.8,9.5375,4.8549,2,Roach
337,27.3,31.1,33.2,6.5377,4.4666,2,Roach
389,25.7,21.1,28.1,8.5054,3.8301,2,Roach
201,20.3,23.5,24,7.2868,5.0884,2,Roach
143,27.7,29,32.4,8.5259,4.1894,2,Roach
347,25.4,22.1,33.3,6.9431,3.0431,2,Roach
382,27.8,29.3,26.2,8.9642,5.3593,2,Roach
197,22.7,30.1,33.8,8.5209,4.0966,2,Roach
341,24.9,25.5,25.2,7.7589,5.8834,2,Roach
157,29.6,26.1,31,9.5094,3.1118,2,Roach
151,22.5,29.9,31,7.444,4.0115,2,Roach
6,24,25.6,32.6,7.0287,3.9174,2,Roach
372,25.1,30.2,23.8,9.8654,5.5232,2,Roach
49,28.2,30.8,31.3,8.6155,5.1344,2,Roach
68,19.2,22.7,25.4,7.8659,4.7635,2,Roach
46,26.1,25.6,27,9.6061,4.4978,2,Roach
144,19.3,26,25.6,9.7981,3.9618,2,Roach
303,24.5,24.3,31.5,7.5032,4.4117,2,Roach
255,25.6,20.8,23.5,7.6248,4.533,2,Roach
232,28.5,23.4,32,7.481,3.2566,2,Roach
155,29.3,28.2,26,6.1029,5.0553,2,Roach
303,22,21.7,30.6,9.0887,4.5272,2,Roach
120,19.3,30.3,27.9,6.4364,5.3492,2,Roach
361,25.1,30,32.2,8.1988,5.1557,2,Roach
359,28.6,25.5,25.4,7.5248,3.9053,2,Roach
75,19.6,20.4,22.5,6.8856,5.0795,2,Roach
206,27.6,22.6,27,8.2426,3.1629,2,Roach
115,26.7,31.8,34.8,7.425,4.7069,2,Roach
230,24.2,27.5,30.3,9.5987,3.307,2,Roach
352,25.1,31.6,29.3,8.0686,5.2452,2,Roach
75,25.9,23.3,26,8.2025,3.7426,2,Roach
116,26.1,23.7,26,7.7763,5.8063,2,Roach
162,24,27.5,27.4,8.1036,3.4779,2,Roach
346,22,25.4,34.2,9.247,4.3071,2,Roach
315,20.3,30.3,23.8,6.0608,5.2678,2,Roach
47,20.6,21.1,30,7.5002,5.657,2,Roach
134,25.4,26.2,25,8.4176,5.7533,2,Roach
199,25.2,29.5,30.8,9.9924,4.5864,2,Roach
216,26.7,20.3,32.7,9.5806,3.0678,2,Roach
294,26.1,22,29.9,8.1258,3.0008,2,Roach
31,29.2,28.6,26.9,9.8518,5.6611,2,Roach
250,24,23.4,28.6,8.8998,3.3817,2,Roach
29,22.3,30.4,24.4,6.4336,3.871,2,Roach
126,26.9,21,24.8,8.2835,5.7038,2,Roach
217,19,26.4,26.8,8.8686,5.4493,2,Roach
45,25.8,30,30.5,6.7562,5.5585,2,Roach
275,28.7,22.7,28.6,9.0306,4.4672,2,Roach
69,20.6,23.5,26.7,7.0525,4.114,2,Roach
33,20.5,30.2,31.9,8.897,5.0549,2,Roach
296,28.9,26,34.8,6.4259,4.5952,2,Roach
62,21.6,21.9,31.8,8.1033,4.2318,2,Roach
65,26.2,29.8,29.8,9.3321,3.1279,2,Roach
387,20.7,24.1,32,6.2048,4.1543,2,Roach
210,19.1,25.1,29,7.2425,4.344,2,Roach
278,24.9,30,24.1,6.0717,3.4343,2,Roach
43,20,22.2,34.1,9.5469,3.1397,2,Roach
204,20.5,25.4,34.8,9.3826,4.4799,2,Roach
208,23.3,23.7,26.5,9.1553,3.1759,2,Roach
379,20.9,29.5,24.1,8.5627,4.7761,2,Roach
151,22.5,31.2,27.2,7.499,4.0037,2,Roach
178,30,30,33.2,7.2992,5.9588,2,Roach
108,26.9,30.5,23.5,8.0003,5.7432,2,Roach
91,29.3,28.3,26.9,9.2483,5.6077,2,Roach
108,19.3,22.6,29.3,7.4893,5.0692,2,Roach
288,25.3,20,34.7,9.9776,3.3089,2,Roach
51,22.2,28.6,33.6,6.0852,4.4987,2,Roach
0,26,20.2,28.7,7.1328,5.8262,2,Roach
307,23,20.2,24.2,6.7245,4.0096,2,Roach
315,24.2,22.5,32.4,6.2447,3.6713,2,Roach
197,26.3,20.9,24.6,9.1832,4.6649,2,Roach
295,26.3,29.1,26.3,7.4337,5.769,2,Roach
235,23.8,22.6,33,9.4521,3.2636,2,Roach
9,29.3,31.1,32.5,8.0279,5.0151,2,Roach
80,22.7,25.8,31.5,6.2522,4.1013,2,Roach
378,29.6,28.7,33.1,6.0695,3.0903,2,Roach
219,19,25.4,24,9.6125,4.3161,2,Roach
89,30,27.4,26.6,9.5236,4.6662,2,Roach
218,21.9,25.9,25,9.7716,5.5387,2,Roach
271,29.9,24.1,25,9.5743,5.3582,2,Roach
331,28.6,29.7,30.9,9.2538,5.1126,2,Roach
31,27.3,26,24.7,6.2261,5.8047,2,Roach
83,20.5,21.1,31.9,8.8637,5.386,2,Roach
346,29.7,26.4,33.8,9.9896,4.9979,2,Roach
138,25.5,26.3,24,9.791,4.9518,2,Roach
82,19.3,22.5,26.9,7.0711,3.5372,2,Roach
42,25.2,30.4,28,8.9281,5.0416,2,Roach
226,29.5,30.1,25.5,9.5343,5.3736,2,Roach
333,27.4,24,34.7,7.2211,4.0751,2,Roach
24,20.9,30.4,27.6,8.6698,5.7071,2,Roach
119,19.7,26,23.7,8.978,5.0254,2,Roach
306,27.9,27.1,26.5,7.5231,3.7357,2,Roach
385,25.9,23.3,27.1,6.9018,4.1175,2,Roach
122,28.3,24.6,22.6,8.0333,5.2582,2,Roach
346,26.2,31,32.9,6.4771,3.2421,2,Roach
38,24.9,31.6,28.6,9.4837,5.0424,2,Roach
105,21.5,26.1,24.3,7.7481,5.705,2,Roach
62,27.1,27.8,22.9,9.7041,4.454,2,Roach
87,22.3,31.7,25.3,6.4519,4.8702,2,Roach
38,27.5,29.7,29.6,8.5061,5.8658,2,Roach
113,21.2,22.2,24.5,6.6822,5.5219,2,Roach
46,27,20.6,24.8,6.1738,3.8027,2,Roach
319,24.3,28.8,25.9,9.7629,3.85,2,Roach
364,27.9,25.3,33.8,7.7377,5.8526,2,Roach
331,24.6,25.1,24.5,7.1428,3.1602,2,Roach
233,23.9,29.4,27.8,8.9866,4.8984,2,Roach
305,23.1,32,33.3,7.5934,4.5975,2,Roach
88,29.9,26,22.8,6.4256,3.9791,2,Roach
196,20.6,22.3,24.9,6.0952,3.1715,2,Roach
253,28.3,21.4,23.1,6.9102,4.9967,2,Roach
206,27.1,25.9,26.3,8.383,3.1237,2,Roach
308,29.4,30.4,35,8.0925,4.4489,2,Roach
193,27.1,22.5,32.7,8.0081,5.3419,2,Roach
305,20.3,30,34.7,9.1399,4.6925,2,Roach
25,29.4,24,24.1,8.3533,3.542,2,Roach
301,29.3,26.4,25.3,8.7393,4.4547,2,Roach
231,26,22.6,28.7,6.3878,4.2594,2,Roach
332,21.5,22.8,32,7.2589,3.3135,2,Roach
27,21.1,30.9,32.8,9.8126,5.348,2,Roach
353,23.3,30.9,23.6,6.2222,5.8138,2,Roach
228,19.7,27.5,31.7,7.6347,4.8778,2,Roach
181,19.8,25.9,28.2,7.8981,4.2591,2,Roach
230,27.8,24.5,34.4,9.8193,5.7071,2,Roach
347,28.1,29.4,23.7,9.0129,5.3378,2,Roach
382,23.7,22.7,24.5,7.4346,3.6724,2,Roach
355,22.6,21.2,32,8.2596,4.6264,2,Roach
134,27.3,27.9,34.8,9.2993,3.4129,2,Roach
271,26,31.8,25.2,8.296,3.9825,2,Roach
252,20,22.5,31.9,8.4989,4.2661,2,Roach
28,29.5,30.6,24,6.531,4.3745,2,Roach
284,28.5,28.1,30.8,6.6563,5.966,2,Roach
56,26.2,26.7,32.7,6.1051,5.503,2,Roach
91,28.1,30.8,34.1,7.8548,5.0079,2,Roach
175,23.8,27,33.4,8.1215,5.678,2,Roach
213,22,26.2,28.2,7.0861,5.8592,2,Roach
18,22.9,30.8,32.8,8.1201,3.8352,2,Roach
938,32,30.1,40.9,18.4,5.251,1,Bream
511,28.2,26.3,33.4,17.08,6.565,1,Bream
530,32.8,25.2,37.3,11.35,4.92,1,Bream
302,31.1,34.5,37.5,18.06,6.966,1,Bream
258,24.9,33.6,41.4,18.75,5.423,1,Bream
286,30.8,35.8,33.4,14.77,5.287,1,Bream
815,33.3,36.1,32.9,18.04,6.897,1,Bream
374,28.4,29.9,30.7,15.07,4.831,1,Bream
930,31.5,36,37.4,12.37,5.011,1,Bream
266,28.2,27.7,35.2,15.93,5.928,1,Bream
950,26.4,29.9,41.2,14,5.983,1,Bream
893,27.3,25.1,33.8,14.81,4.334,1,Bream
891,26.1,25.6,40.3,18.22,5.706,1,Bream
401,24.3,35.1,34,15.9,6.325,1,Bream
775,26.4,33.6,39.1,14.12,4.821,1,Bream
376,29.7,35.3,33.6,15.52,5.47,1,Bream
574,30.3,33.6,37.6,18.77,6.272,1,Bream
788,33.3,27.2,37.7,16.16,6.993,1,Bream
860,26.1,36.4,31.1,11.16,4.127,1,Bream
597,28.3,28.2,33,13.1,6.839,1,Bream
953,33.1,27.4,40.9,16.9,6.557,1,Bream
248,30.7,33.4,39,13.81,5.939,1,Bream
363,24.7,36.3,38.1,14.99,6.402,1,Bream
492,28.5,33.3,36.3,17.86,5.077,1,Bream
736,33.1,32.9,33.8,12.12,6.643,1,Bream
870,26.6,36.7,36.8,17.59,5.454,1,Bream
562,33.9,25.7,33.4,13.33,4.463,1,Bream
894,26.1,26.7,38.7,11.28,6.251,1,Bream
380,29.6,31.9,30.4,13.95,4.821,1,Bream
616,30.2,28.8,40.6,17.59,5.546,1,Bream
777,28.5,35.7,37.1,12.08,6.048,1,Bream
398,24,37,35.7,16.89,6.042,1,Bream
583,33.2,25.8,41.4,15.14,4.841,1,Bream
668,23.9,34.4,33.9,13.34,5.278,1,Bream
289,27.7,35.7,35.8,11.2,5.122,1,Bream
293,31.6,30.4,41.2,12.2,6.808,1,Bream
729,30.8,33.6,40.9,15.17,4.05,1,Bream
973,28.6,31.6,40.8,16.78,5.786,1,Bream
410,27.8,27.5,40.1,18.79,6.416,1,Bream
812,33.1,33.7,38.2,16.07,5.195,1,Bream
877,33.4,34,41.3,14.14,5.3,1,Bream
629,26.8,28.3,39.8,18.98,4.356,1,Bream
995,29,32.8,33.4,18.39,6.176,1,Bream
299,24.2,27,36.3,18.6,5.241,1,Bream
763,31.7,26.9,31.2,16.38,4.162,1,Bream
778,26.7,25.3,30.5,16.3,4.488,1,Bream
